season,year,month,day,hr,is_holiday,is_workingday,weather_condition,temp,humidity,windspeed,count
Spring,2011,February,12,21,No,Weekend,Clear,10.66,41.0,0.0,51
Spring,2011,February,12,22,No,Weekend,Clear,9.84,44.0,6.0032,45
Spring,2011,February,12,23,No,Weekend,Clear,9.02,51.0,8.9981,32
Spring,2011,February,13,0,No,Weekend,Clear,8.200000000000001,64.0,7.0015,39
Spring,2011,February,13,1,No,Weekend,Clear,8.200000000000001,59.0,6.0032,24
Spring,2011,February,13,2,No,Weekend,Cloudy,8.200000000000001,75.0,6.0032,20
Spring,2011,February,13,3,No,Weekend,Cloudy,8.200000000000001,69.0,7.0015,12
Spring,2011,February,13,4,No,Weekend,Cloudy,8.200000000000001,69.0,11.0014,2
Spring,2011,February,13,6,No,Weekend,Cloudy,8.200000000000001,69.0,8.9981,5
Spring,2011,February,13,7,No,Weekend,Cloudy,9.02,55.00000000000001,0.0,3
Spring,2011,February,13,8,No,Weekend,Cloudy,9.02,64.0,12.998,12
Spring,2011,February,13,9,No,Weekend,Cloudy,9.84,60.0,15.001299999999999,47
Spring,2011,February,13,10,No,Weekend,Clear,12.299999999999999,45.0,22.0028,105
Spring,2011,February,13,11,No,Weekend,Clear,13.120000000000001,39.0,30.002599999999997,112
Spring,2011,February,13,12,No,Weekend,Clear,14.76,32.0,31.0009,152
Spring,2011,February,13,13,No,Weekend,Clear,15.58,28.999999999999996,23.9994,154
Spring,2011,February,13,14,No,Weekend,Cloudy,16.400000000000002,30.0,27.999299999999998,161
Spring,2011,February,13,15,No,Weekend,Cloudy,16.400000000000002,30.0,19.999499999999998,162
Spring,2011,February,13,16,No,Weekend,Cloudy,17.22,28.000000000000004,22.0028,134
Spring,2011,February,13,17,No,Weekend,Clear,17.22,28.000000000000004,22.0028,125
Spring,2011,February,13,18,No,Weekend,Clear,16.400000000000002,32.0,19.999499999999998,95
Spring,2011,February,13,19,No,Weekend,Clear,16.400000000000002,35.0,19.0012,61
Spring,2011,February,13,20,No,Weekend,Clear,16.400000000000002,35.0,22.0028,47
Spring,2011,February,13,21,No,Weekend,Clear,16.400000000000002,35.0,23.9994,51
Spring,2011,February,13,22,No,Weekend,Clear,16.400000000000002,35.0,19.999499999999998,36
Spring,2011,February,13,23,No,Weekend,Clear,16.400000000000002,35.0,23.9994,30
Spring,2011,February,14,0,No,Workingday,Clear,15.58,37.0,23.9994,11
Spring,2011,February,14,1,No,Workingday,Clear,15.58,37.0,23.9994,7
Spring,2011,February,14,2,No,Workingday,Clear,14.76,40.0,19.999499999999998,2
Spring,2011,February,14,3,No,Workingday,Clear,13.940000000000001,46.0,15.001299999999999,2
Spring,2011,February,14,4,No,Workingday,Clear,13.120000000000001,53.0,19.0012,2
Spring,2011,February,14,5,No,Workingday,Clear,13.120000000000001,53.0,19.0012,3
Spring,2011,February,14,6,No,Workingday,Clear,13.940000000000001,46.0,19.999499999999998,26
Spring,2011,February,14,7,No,Workingday,Clear,13.940000000000001,46.0,19.999499999999998,98
Spring,2011,February,14,8,No,Workingday,Clear,15.58,40.0,31.0009,256
Spring,2011,February,14,9,No,Workingday,Clear,16.400000000000002,37.0,26.0027,130
Spring,2011,February,14,10,No,Workingday,Clear,18.04,33.0,15.001299999999999,55
Spring,2011,February,14,11,No,Workingday,Clear,21.32,23.0,16.997899999999998,53
Spring,2011,February,14,12,No,Workingday,Clear,22.96,22.0,30.002599999999997,126
Spring,2011,February,14,13,No,Workingday,Clear,23.779999999999998,19.0,26.0027,120
Spring,2011,February,14,14,No,Workingday,Clear,24.599999999999998,15.0,32.9975,90
Spring,2011,February,14,15,No,Workingday,Clear,22.96,21.0,43.9989,90
Spring,2011,February,14,16,No,Workingday,Clear,21.32,27.0,31.0009,118
Spring,2011,February,14,17,No,Workingday,Clear,18.86,33.0,40.9973,243
Spring,2011,February,14,18,No,Workingday,Clear,16.400000000000002,40.0,40.9973,205
Spring,2011,February,14,19,No,Workingday,Clear,15.58,43.0,32.9975,98
Spring,2011,February,14,20,No,Workingday,Clear,14.76,46.0,31.0009,70
Spring,2011,February,14,21,No,Workingday,Clear,14.76,50.0,35.0008,43
Spring,2011,February,14,22,No,Workingday,Clear,13.940000000000001,46.0,43.9989,45
Spring,2011,February,14,23,No,Workingday,Clear,13.120000000000001,49.0,32.9975,20
Spring,2011,February,15,0,No,Workingday,Clear,12.299999999999999,49.0,27.999299999999998,19
Spring,2011,February,15,1,No,Workingday,Clear,12.299999999999999,42.0,51.9987,5
Spring,2011,February,15,2,No,Workingday,Clear,11.48,41.0,46.0022,3
Spring,2011,February,15,4,No,Workingday,Clear,9.02,37.0,35.0008,1
Spring,2011,February,15,5,No,Workingday,Clear,9.02,32.0,31.0009,4
Spring,2011,February,15,6,No,Workingday,Clear,8.200000000000001,32.0,22.0028,30
Spring,2011,February,15,7,No,Workingday,Clear,8.200000000000001,32.0,23.9994,105
Spring,2011,February,15,8,No,Workingday,Clear,8.200000000000001,32.0,23.9994,223
Spring,2011,February,15,9,No,Workingday,Clear,9.02,28.999999999999996,30.002599999999997,110
Spring,2011,February,15,10,No,Workingday,Clear,9.84,27.0,19.0012,52
Spring,2011,February,15,11,No,Workingday,Clear,10.66,25.0,16.997899999999998,57
Spring,2011,February,15,12,No,Workingday,Clear,11.48,24.0,16.997899999999998,71
Spring,2011,February,15,13,No,Workingday,Clear,13.120000000000001,21.0,15.001299999999999,82
Spring,2011,February,15,14,No,Workingday,Clear,13.940000000000001,19.0,15.001299999999999,79
Spring,2011,February,15,15,No,Workingday,Clear,13.940000000000001,19.0,11.0014,85
Spring,2011,February,15,16,No,Workingday,Clear,13.940000000000001,19.0,16.997899999999998,98
Spring,2011,February,15,17,No,Workingday,Clear,13.120000000000001,22.0,15.001299999999999,206
Spring,2011,February,15,18,No,Workingday,Clear,12.299999999999999,22.0,8.9981,212
Spring,2011,February,15,19,No,Workingday,Clear,11.48,26.0,8.9981,145
Spring,2011,February,15,20,No,Workingday,Clear,10.66,33.0,7.0015,101
Spring,2011,February,15,21,No,Workingday,Clear,9.84,52.0,0.0,66
Spring,2011,February,15,22,No,Workingday,Clear,9.84,44.0,0.0,41
Spring,2011,February,15,23,No,Workingday,Cloudy,9.02,44.0,6.0032,20
Spring,2011,February,16,0,No,Workingday,Clear,9.02,41.0,6.0032,15
Spring,2011,February,16,1,No,Workingday,Clear,8.200000000000001,44.0,6.0032,9
Spring,2011,February,16,3,No,Workingday,Cloudy,8.200000000000001,47.0,12.998,1
Spring,2011,February,16,4,No,Workingday,Clear,8.200000000000001,51.0,12.998,1
Spring,2011,February,16,5,No,Workingday,Clear,8.200000000000001,47.0,12.998,5
Spring,2011,February,16,6,No,Workingday,Clear,8.200000000000001,55.00000000000001,15.001299999999999,33
Spring,2011,February,16,7,No,Workingday,Cloudy,8.200000000000001,55.00000000000001,15.001299999999999,108
Spring,2011,February,16,8,No,Workingday,Cloudy,9.02,55.00000000000001,11.0014,230
Spring,2011,February,16,9,No,Workingday,Clear,9.84,52.0,19.0012,124
Spring,2011,February,16,10,No,Workingday,Clear,10.66,41.0,26.0027,69
Spring,2011,February,16,11,No,Workingday,Clear,13.940000000000001,34.0,19.999499999999998,66
Spring,2011,February,16,12,No,Workingday,Clear,15.58,32.0,22.0028,86
Spring,2011,February,16,13,No,Workingday,Clear,17.22,30.0,23.9994,93
Spring,2011,February,16,14,No,Workingday,Clear,18.86,28.000000000000004,27.999299999999998,82
Spring,2011,February,16,15,No,Workingday,Clear,18.86,28.000000000000004,27.999299999999998,117
Spring,2011,February,16,16,No,Workingday,Clear,18.86,31.0,26.0027,122
Spring,2011,February,16,17,No,Workingday,Clear,18.86,28.000000000000004,19.0012,255
Spring,2011,February,16,18,No,Workingday,Clear,16.400000000000002,40.0,15.001299999999999,222
Spring,2011,February,16,19,No,Workingday,Clear,13.940000000000001,53.0,15.001299999999999,161
Spring,2011,February,16,20,No,Workingday,Clear,15.58,43.0,12.998,118
Spring,2011,February,16,21,No,Workingday,Clear,14.76,46.0,12.998,92
Spring,2011,February,16,22,No,Workingday,Clear,13.940000000000001,53.0,12.998,73
Spring,2011,February,16,23,No,Workingday,Clear,15.58,40.0,15.001299999999999,33
Spring,2011,February,17,0,No,Workingday,Clear,13.940000000000001,53.0,12.998,17
Spring,2011,February,17,1,No,Workingday,Clear,13.940000000000001,53.0,15.001299999999999,6
Spring,2011,February,17,2,No,Workingday,Cloudy,13.940000000000001,53.0,15.001299999999999,6
Spring,2011,February,17,3,No,Workingday,Clear,13.940000000000001,53.0,12.998,4
Spring,2011,February,17,4,No,Workingday,Clear,13.120000000000001,56.99999999999999,12.998,4
Spring,2011,February,17,5,No,Workingday,Clear,13.120000000000001,66.0,6.0032,12
Spring,2011,February,17,6,No,Workingday,Clear,12.299999999999999,70.0,8.9981,47
Spring,2011,February,17,7,No,Workingday,Clear,13.120000000000001,56.99999999999999,7.0015,126
Spring,2011,February,17,8,No,Workingday,Clear,13.120000000000001,56.99999999999999,6.0032,285
Spring,2011,February,17,9,No,Workingday,Clear,14.76,56.99999999999999,12.998,179
Spring,2011,February,17,10,No,Workingday,Clear,15.58,54.0,12.998,88
Spring,2011,February,17,11,No,Workingday,Cloudy,18.04,44.0,16.997899999999998,90
Spring,2011,February,17,12,No,Workingday,Clear,19.68,41.0,15.001299999999999,101
Spring,2011,February,17,13,No,Workingday,Clear,22.14,34.0,15.001299999999999,123
Spring,2011,February,17,14,No,Workingday,Clear,24.599999999999998,31.0,15.001299999999999,81
Spring,2011,February,17,15,No,Workingday,Clear,24.599999999999998,28.000000000000004,16.997899999999998,106
Spring,2011,February,17,16,No,Workingday,Cloudy,22.96,35.0,19.999499999999998,146
Spring,2011,February,17,17,No,Workingday,Cloudy,23.779999999999998,32.0,19.999499999999998,274
Spring,2011,February,17,18,No,Workingday,Cloudy,22.14,42.0,19.0012,222
Spring,2011,February,17,19,No,Workingday,Clear,19.68,55.00000000000001,22.0028,175
Spring,2011,February,17,20,No,Workingday,Clear,19.68,59.0,22.0028,139
Spring,2011,February,17,21,No,Workingday,Clear,21.32,55.00000000000001,26.0027,124
Spring,2011,February,17,22,No,Workingday,Clear,20.5,59.0,19.0012,76
Spring,2011,February,17,23,No,Workingday,Clear,18.86,67.0,19.999499999999998,44
Spring,2011,February,18,0,No,Workingday,Clear,18.04,72.0,19.0012,32
Spring,2011,February,18,1,No,Workingday,Clear,18.04,72.0,15.001299999999999,8
Spring,2011,February,18,2,No,Workingday,Clear,18.04,72.0,19.0012,7
Spring,2011,February,18,3,No,Workingday,Clear,18.86,67.0,16.997899999999998,8
Spring,2011,February,18,4,No,Workingday,Clear,18.86,67.0,16.997899999999998,1
Spring,2011,February,18,5,No,Workingday,Cloudy,18.86,67.0,7.0015,7
Spring,2011,February,18,6,No,Workingday,Cloudy,18.04,72.0,11.0014,50
Spring,2011,February,18,7,No,Workingday,Cloudy,17.22,77.0,15.001299999999999,116
Spring,2011,February,18,8,No,Workingday,Cloudy,17.22,77.0,12.998,272
Spring,2011,February,18,9,No,Workingday,Cloudy,17.22,77.0,12.998,169
Spring,2011,February,18,10,No,Workingday,Cloudy,18.04,72.0,15.001299999999999,95
Spring,2011,February,18,11,No,Workingday,Clear,18.04,72.0,11.0014,113
Spring,2011,February,18,12,No,Workingday,Clear,20.5,59.0,12.998,185
Spring,2011,February,18,13,No,Workingday,Clear,24.599999999999998,43.0,12.998,176
Spring,2011,February,18,14,No,Workingday,Clear,27.060000000000002,36.0,19.999499999999998,191
Spring,2011,February,18,15,No,Workingday,Clear,27.060000000000002,36.0,22.0028,172
Spring,2011,February,18,16,No,Workingday,Clear,27.060000000000002,36.0,19.0012,232
Spring,2011,February,18,17,No,Workingday,Clear,27.060000000000002,34.0,23.9994,327
Spring,2011,February,18,18,No,Workingday,Clear,26.240000000000002,33.0,22.0028,224
Spring,2011,February,18,19,No,Workingday,Clear,25.419999999999998,28.999999999999996,39.000699999999995,162
Spring,2011,February,18,20,No,Workingday,Clear,24.599999999999998,31.0,12.998,124
Spring,2011,February,18,21,No,Workingday,Clear,23.779999999999998,21.0,32.9975,72
Spring,2011,February,18,22,No,Workingday,Clear,22.14,10.0,16.997899999999998,107
Spring,2011,February,18,23,No,Workingday,Clear,21.32,8.0,19.0012,77
Spring,2011,February,19,0,No,Weekend,Clear,19.68,12.0,32.9975,29
Spring,2011,February,19,1,No,Weekend,Clear,18.86,14.000000000000002,27.999299999999998,31
Spring,2011,February,19,2,No,Weekend,Clear,18.04,13.0,26.0027,17
Spring,2011,February,19,3,No,Weekend,Clear,17.22,14.000000000000002,19.999499999999998,7
Spring,2011,February,19,4,No,Weekend,Clear,16.400000000000002,15.0,22.0028,3
Spring,2011,February,19,5,No,Weekend,Clear,16.400000000000002,15.0,22.0028,3
Spring,2011,February,19,6,No,Weekend,Clear,16.400000000000002,17.0,27.999299999999998,6
Spring,2011,February,19,7,No,Weekend,Clear,15.58,17.0,35.0008,22
Spring,2011,February,19,8,No,Weekend,Clear,15.58,17.0,39.000699999999995,45
Spring,2011,February,19,9,No,Weekend,Clear,16.400000000000002,16.0,43.9989,55
Spring,2011,February,19,10,No,Weekend,Clear,17.22,16.0,39.000699999999995,106
Spring,2011,February,19,11,No,Weekend,Clear,18.04,16.0,39.000699999999995,123
Spring,2011,February,19,12,No,Weekend,Clear,18.04,18.0,32.9975,119
Spring,2011,February,19,13,No,Weekend,Clear,18.04,16.0,40.9973,155
Spring,2011,February,19,14,No,Weekend,Clear,18.86,15.0,43.9989,196
Spring,2011,February,19,15,No,Weekend,Clear,18.04,16.0,50.0021,171
Spring,2011,February,19,16,No,Weekend,Clear,18.04,16.0,43.000600000000006,120
Spring,2011,February,19,17,No,Weekend,Clear,17.22,19.0,40.9973,127
Spring,2011,February,19,18,No,Weekend,Clear,14.76,25.0,30.002599999999997,88
Spring,2011,February,19,19,No,Weekend,Clear,13.940000000000001,28.999999999999996,23.9994,59
Spring,2011,February,19,20,No,Weekend,Clear,13.120000000000001,28.000000000000004,35.0008,47
Spring,2011,February,19,21,No,Weekend,Clear,13.120000000000001,26.0,36.9974,33
Spring,2011,February,19,22,No,Weekend,Clear,12.299999999999999,28.000000000000004,32.9975,44
Spring,2011,February,19,23,No,Weekend,Clear,11.48,33.0,30.002599999999997,29
Spring,2011,February,20,0,No,Weekend,Clear,10.66,35.0,30.002599999999997,17
Spring,2011,February,20,1,No,Weekend,Clear,9.84,41.0,31.0009,16
Spring,2011,February,20,2,No,Weekend,Clear,9.84,41.0,36.9974,17
Spring,2011,February,20,3,No,Weekend,Clear,9.02,44.0,36.9974,18
Spring,2011,February,20,4,No,Weekend,Clear,9.02,44.0,36.9974,1
Spring,2011,February,20,6,No,Weekend,Clear,8.200000000000001,47.0,19.999499999999998,2
Spring,2011,February,20,7,No,Weekend,Clear,7.38,51.0,16.997899999999998,2
Spring,2011,February,20,8,No,Weekend,Clear,8.200000000000001,51.0,7.0015,24
Spring,2011,February,20,9,No,Weekend,Clear,9.02,47.0,19.0012,55
Spring,2011,February,20,10,No,Weekend,Cloudy,10.66,41.0,12.998,104
Spring,2011,February,20,11,No,Weekend,Cloudy,12.299999999999999,33.0,11.0014,161
Spring,2011,February,20,12,No,Weekend,Clear,12.299999999999999,33.0,7.0015,182
Spring,2011,February,20,13,No,Weekend,Clear,13.940000000000001,28.999999999999996,0.0,198
Spring,2011,February,20,14,No,Weekend,Clear,14.76,27.0,11.0014,212
Spring,2011,February,20,15,No,Weekend,Clear,14.76,27.0,6.0032,168
Spring,2011,February,20,16,No,Weekend,Clear,14.76,28.999999999999996,6.0032,147
Spring,2011,February,20,17,No,Weekend,Clear,13.940000000000001,33.0,11.0014,146
Spring,2011,February,20,18,No,Weekend,Cloudy,13.940000000000001,36.0,8.9981,101
Spring,2011,February,20,19,No,Weekend,Cloudy,13.940000000000001,36.0,8.9981,42
Spring,2011,February,20,20,No,Weekend,Cloudy,13.940000000000001,42.0,0.0,42
Spring,2011,February,20,21,No,Weekend,Cloudy,13.120000000000001,53.0,0.0,56
Spring,2011,February,20,22,No,Weekend,Cloudy,13.120000000000001,56.99999999999999,15.001299999999999,47
Spring,2011,February,20,23,No,Weekend,Cloudy,12.299999999999999,61.0,11.0014,54
Spring,2011,February,21,0,Yes,Weekend,Cloudy,13.940000000000001,42.0,22.0028,37
Spring,2011,February,21,1,Yes,Weekend,Cloudy,13.940000000000001,42.0,22.0028,13
Spring,2011,February,21,2,Yes,Weekend,Cloudy,13.940000000000001,42.0,22.0028,4
Spring,2011,February,21,3,Yes,Weekend,Cloudy,13.940000000000001,42.0,19.999499999999998,5
Spring,2011,February,21,4,Yes,Weekend,Clear,13.120000000000001,45.0,11.0014,1
Spring,2011,February,21,5,Yes,Weekend,Cloudy,13.940000000000001,36.0,0.0,3
Spring,2011,February,21,6,Yes,Weekend,Cloudy,17.22,26.0,19.999499999999998,8
Spring,2011,February,21,7,Yes,Weekend,Cloudy,17.22,26.0,19.0012,19
Spring,2011,February,21,8,Yes,Weekend,Cloudy,13.120000000000001,56.99999999999999,19.999499999999998,63
Spring,2011,February,21,9,Yes,Weekend,Cloudy,13.120000000000001,56.99999999999999,19.0012,57
Spring,2011,February,21,10,Yes,Weekend,Cloudy,13.120000000000001,56.99999999999999,16.997899999999998,81
Spring,2011,February,21,11,Yes,Weekend,Cloudy,13.120000000000001,56.99999999999999,7.0015,90
Spring,2011,February,21,12,Yes,Weekend,Cloudy,13.120000000000001,66.0,12.998,93
Spring,2011,February,21,13,Yes,Weekend,Light Rain,12.299999999999999,81.0,22.0028,103
Spring,2011,February,21,14,Yes,Weekend,Cloudy,13.120000000000001,76.0,16.997899999999998,116
Spring,2011,February,21,15,Yes,Weekend,Cloudy,12.299999999999999,70.0,30.002599999999997,87
Spring,2011,February,21,16,Yes,Weekend,Light Rain,11.48,75.0,27.999299999999998,56
Spring,2011,February,21,17,Yes,Weekend,Cloudy,11.48,75.0,26.0027,80
Spring,2011,February,21,18,Yes,Weekend,Cloudy,9.84,87.0,23.9994,66
Spring,2011,February,21,19,Yes,Weekend,Cloudy,9.84,87.0,23.9994,49
Spring,2011,February,21,20,Yes,Weekend,Light Rain,9.84,81.0,26.0027,29
Spring,2011,February,21,21,Yes,Weekend,Light Rain,9.02,75.0,30.002599999999997,34
Spring,2011,February,21,22,Yes,Weekend,Light Rain,8.200000000000001,75.0,27.999299999999998,11
Spring,2011,February,21,23,Yes,Weekend,Light Rain,8.200000000000001,75.0,27.999299999999998,2
Spring,2011,February,22,6,No,Workingday,Cloudy,4.92,80.0,19.0012,7
Spring,2011,February,22,7,No,Workingday,Cloudy,4.92,80.0,19.0012,40
Spring,2011,February,22,8,No,Workingday,Cloudy,4.92,80.0,16.997899999999998,114
Spring,2011,February,22,9,No,Workingday,Cloudy,5.74,74.0,16.997899999999998,106
Spring,2011,February,22,10,No,Workingday,Clear,6.5600000000000005,69.0,0.0,44
Spring,2011,February,22,11,No,Workingday,Clear,6.5600000000000005,64.0,0.0,50
Spring,2011,February,22,12,No,Workingday,Clear,8.200000000000001,59.0,7.0015,55
Spring,2011,February,22,13,No,Workingday,Clear,9.02,55.00000000000001,11.0014,55
Spring,2011,February,22,14,No,Workingday,Clear,9.02,55.00000000000001,12.998,58
Spring,2011,February,22,15,No,Workingday,Clear,9.84,48.0,12.998,69
Spring,2011,February,22,16,No,Workingday,Clear,9.02,51.0,11.0014,86
Spring,2011,February,22,17,No,Workingday,Clear,9.02,51.0,15.001299999999999,196
Spring,2011,February,22,18,No,Workingday,Clear,9.02,47.0,8.9981,167
Spring,2011,February,22,19,No,Workingday,Clear,8.200000000000001,47.0,19.0012,118
Spring,2011,February,22,20,No,Workingday,Clear,8.200000000000001,47.0,15.001299999999999,105
Spring,2011,February,22,21,No,Workingday,Clear,8.200000000000001,47.0,16.997899999999998,82
Spring,2011,February,22,22,No,Workingday,Clear,6.5600000000000005,43.0,16.997899999999998,77
Spring,2011,February,22,23,No,Workingday,Clear,6.5600000000000005,43.0,16.997899999999998,21
Spring,2011,February,23,0,No,Workingday,Clear,5.74,50.0,12.998,6
Spring,2011,February,23,1,No,Workingday,Clear,5.74,46.0,11.0014,4
Spring,2011,February,23,2,No,Workingday,Clear,4.92,50.0,8.9981,1
Spring,2011,February,23,3,No,Workingday,Clear,4.92,50.0,11.0014,2
Spring,2011,February,23,5,No,Workingday,Clear,4.92,50.0,7.0015,8
Spring,2011,February,23,6,No,Workingday,Clear,4.92,50.0,7.0015,36
Spring,2011,February,23,7,No,Workingday,Clear,4.92,54.0,8.9981,96
Spring,2011,February,23,8,No,Workingday,Clear,5.74,54.0,11.0014,235
Spring,2011,February,23,9,No,Workingday,Clear,7.38,51.0,6.0032,139
Spring,2011,February,23,10,No,Workingday,Clear,8.200000000000001,40.0,0.0,51
Spring,2011,February,23,11,No,Workingday,Clear,9.84,41.0,7.0015,69
Spring,2011,February,23,12,No,Workingday,Clear,10.66,35.0,6.0032,67
Spring,2011,February,23,13,No,Workingday,Clear,12.299999999999999,28.000000000000004,6.0032,87
Spring,2011,February,23,14,No,Workingday,Clear,13.120000000000001,28.999999999999996,7.0015,78
Spring,2011,February,23,15,No,Workingday,Clear,13.940000000000001,25.0,6.0032,72
Spring,2011,February,23,16,No,Workingday,Clear,13.940000000000001,25.0,0.0,94
Spring,2011,February,23,17,No,Workingday,Clear,13.940000000000001,25.0,6.0032,222
Spring,2011,February,23,18,No,Workingday,Clear,13.120000000000001,26.0,6.0032,209
Spring,2011,February,23,19,No,Workingday,Clear,12.299999999999999,33.0,0.0,141
Spring,2011,February,23,20,No,Workingday,Clear,9.84,60.0,11.0014,109
Spring,2011,February,23,21,No,Workingday,Clear,9.84,48.0,0.0,91
Spring,2011,February,23,22,No,Workingday,Clear,9.84,48.0,0.0,61
Spring,2011,February,23,23,No,Workingday,Clear,9.02,55.00000000000001,6.0032,39
Spring,2011,February,24,0,No,Workingday,Clear,9.02,55.00000000000001,6.0032,11
Spring,2011,February,24,1,No,Workingday,Clear,9.02,60.0,6.0032,7
Spring,2011,February,24,2,No,Workingday,Clear,8.200000000000001,64.0,6.0032,4
Spring,2011,February,24,3,No,Workingday,Clear,8.200000000000001,64.0,8.9981,2
Spring,2011,February,24,5,No,Workingday,Clear,8.200000000000001,69.0,8.9981,4
Spring,2011,February,24,6,No,Workingday,Clear,8.200000000000001,69.0,12.998,58
Spring,2011,February,24,7,No,Workingday,Clear,8.200000000000001,72.0,12.998,104
Spring,2011,February,24,8,No,Workingday,Clear,9.84,70.0,15.001299999999999,252
Spring,2011,February,24,9,No,Workingday,Cloudy,9.84,75.0,19.999499999999998,137
Spring,2011,February,24,10,No,Workingday,Cloudy,10.66,70.0,19.0012,57
Spring,2011,February,24,11,No,Workingday,Cloudy,13.120000000000001,56.99999999999999,26.0027,79
Spring,2011,February,24,12,No,Workingday,Cloudy,14.76,53.0,23.9994,95
Spring,2011,February,24,13,No,Workingday,Cloudy,15.58,54.0,19.999499999999998,88
Spring,2011,February,24,14,No,Workingday,Cloudy,16.400000000000002,50.0,19.999499999999998,69
Spring,2011,February,24,15,No,Workingday,Light Rain,16.400000000000002,54.0,26.0027,63
Spring,2011,February,24,16,No,Workingday,Light Rain,15.58,62.0,19.0012,71
Spring,2011,February,24,17,No,Workingday,Light Rain,14.76,66.0,12.998,177
Spring,2011,February,24,18,No,Workingday,Cloudy,13.940000000000001,87.0,22.0028,137
Spring,2011,February,24,19,No,Workingday,Light Rain,13.940000000000001,93.0,19.999499999999998,115
Spring,2011,February,24,20,No,Workingday,Cloudy,13.940000000000001,93.0,23.9994,89
Spring,2011,February,24,21,No,Workingday,Cloudy,13.940000000000001,87.0,22.0028,83
Spring,2011,February,24,22,No,Workingday,Light Rain,13.940000000000001,87.0,19.0012,55
Spring,2011,February,24,23,No,Workingday,Cloudy,13.120000000000001,93.0,15.001299999999999,50
Spring,2011,February,25,0,No,Workingday,Light Rain,13.120000000000001,93.0,0.0,9
Spring,2011,February,25,1,No,Workingday,Cloudy,13.120000000000001,100.0,0.0,10
Spring,2011,February,25,2,No,Workingday,Cloudy,13.120000000000001,100.0,0.0,3
Spring,2011,February,25,3,No,Workingday,Cloudy,13.120000000000001,93.0,7.0015,2
Spring,2011,February,25,5,No,Workingday,Cloudy,13.120000000000001,93.0,7.0015,6
Spring,2011,February,25,6,No,Workingday,Light Rain,13.940000000000001,93.0,6.0032,11
Spring,2011,February,25,7,No,Workingday,Light Rain,13.940000000000001,100.0,8.9981,35
Spring,2011,February,25,8,No,Workingday,Light Rain,14.76,93.0,8.9981,73
Spring,2011,February,25,9,No,Workingday,Light Rain,13.940000000000001,93.0,23.9994,114
Spring,2011,February,25,10,No,Workingday,Light Rain,17.22,94.0,22.0028,49
Spring,2011,February,25,11,No,Workingday,Clear,21.32,77.0,30.002599999999997,59
Spring,2011,February,25,12,No,Workingday,Light Rain,22.14,60.0,31.0009,115
Spring,2011,February,25,13,No,Workingday,Light Rain,22.14,60.0,31.0009,83
Spring,2011,February,25,14,No,Workingday,Light Rain,22.96,56.00000000000001,40.9973,85
Spring,2011,February,25,15,No,Workingday,Clear,18.86,41.0,54.001999999999995,55
Spring,2011,February,25,16,No,Workingday,Clear,13.120000000000001,49.0,31.0009,102
Spring,2011,February,25,17,No,Workingday,Clear,13.120000000000001,49.0,50.0021,189
Spring,2011,February,25,18,No,Workingday,Clear,13.120000000000001,49.0,32.9975,157
Spring,2011,February,25,19,No,Workingday,Clear,12.299999999999999,52.0,30.002599999999997,90
Spring,2011,February,25,20,No,Workingday,Clear,12.299999999999999,49.0,40.9973,62
Spring,2011,February,25,21,No,Workingday,Clear,11.48,48.0,26.0027,63
Spring,2011,February,25,22,No,Workingday,Clear,10.66,48.0,30.002599999999997,50
Spring,2011,February,25,23,No,Workingday,Clear,10.66,48.0,22.0028,39
Spring,2011,February,26,0,No,Weekend,Clear,9.84,52.0,12.998,28
Spring,2011,February,26,1,No,Weekend,Clear,9.84,52.0,19.999499999999998,27
Spring,2011,February,26,2,No,Weekend,Clear,9.02,60.0,23.9994,12
Spring,2011,February,26,3,No,Weekend,Clear,9.02,55.00000000000001,8.9981,8
Spring,2011,February,26,4,No,Weekend,Cloudy,9.02,60.0,6.0032,2
Spring,2011,February,26,5,No,Weekend,Cloudy,9.02,64.0,7.0015,10
Spring,2011,February,26,6,No,Weekend,Clear,9.02,60.0,0.0,7
Spring,2011,February,26,7,No,Weekend,Clear,9.02,60.0,6.0032,22
Spring,2011,February,26,8,No,Weekend,Cloudy,9.84,60.0,0.0,57
Spring,2011,February,26,9,No,Weekend,Cloudy,10.66,56.00000000000001,11.0014,74
Spring,2011,February,26,10,No,Weekend,Cloudy,12.299999999999999,49.0,8.9981,85
Spring,2011,February,26,11,No,Weekend,Clear,12.299999999999999,45.0,0.0,126
Spring,2011,February,26,12,No,Weekend,Cloudy,13.120000000000001,45.0,11.0014,160
Spring,2011,February,26,13,No,Weekend,Cloudy,13.940000000000001,42.0,16.997899999999998,174
Spring,2011,February,26,14,No,Weekend,Cloudy,13.940000000000001,36.0,22.0028,211
Spring,2011,February,26,15,No,Weekend,Cloudy,14.76,40.0,19.0012,165
Spring,2011,February,26,16,No,Weekend,Clear,14.76,46.0,19.0012,171
Spring,2011,February,26,17,No,Weekend,Clear,14.76,43.0,15.001299999999999,183
Spring,2011,February,26,18,No,Weekend,Clear,13.940000000000001,46.0,12.998,137
Spring,2011,February,26,19,No,Weekend,Clear,13.120000000000001,49.0,16.997899999999998,94
Spring,2011,February,26,20,No,Weekend,Clear,12.299999999999999,56.00000000000001,11.0014,68
Spring,2011,February,26,21,No,Weekend,Clear,11.48,65.0,16.997899999999998,68
Spring,2011,February,26,22,No,Weekend,Clear,11.48,75.0,15.001299999999999,46
